"Severity","ThreadID","Date","Time","Application","Message"
"Information","pool-2-thread-2","03/24/19","00:55:34",,"ColdFusion stopped"
"Information","pool-2-thread-1","03/24/19","08:36:31",,"Starting logging..."
"Information","pool-2-thread-1","03/24/19","08:36:31",,"Starting license..."
"Information","pool-2-thread-1","03/24/19","08:36:32",,"Invalid ColdFusion 10 license."
"Information","pool-2-thread-1","03/24/19","08:36:32",,"Invalid ColdFusion 10 license."
"Information","pool-2-thread-1","03/24/19","08:36:32",,"Invalid ColdFusion 10 license."
"Information","pool-2-thread-1","03/24/19","08:36:32",,"Developer Edition enabled"
"Information","pool-2-thread-1","03/24/19","08:36:32",,"Starting crypto..."
"Information","pool-2-thread-1","03/24/19","08:36:32",,"Installed JSafe JCE provider: Version 6.0 Crypto-J 6.0, EMC Corporation. JsafeJCE Security Provider (implements RSA, DSA, ECDSA, Diffie-Hellman, ECDH, AES, DES, Triple DES, DESX, RC2, RC4, RC5, PBE, MD2, MD5, RIPEMD160, SHA1, SHA224, SHA256, SHA384, SHA512, HMAC-MD5, HMAC-RIPEMD160, HMAC-SHA1, HMAC-SHA224, HMAC-SHA256, HMAC-SHA384, HMAC-SHA512, FIPS186PRNG, ECDRBG, HMACDRBG, SHA1PRNG, MD5PRNG; RFC 3394, RFC 5649 AES Key Wrap; X.509 CertificateFactory; PKCS12, PKCS15 KeyStore; X.509V1, PKIX, PKIX-SuiteB, PKIX-SuiteBTLS CertPathValidators; X.509V1, PKIX, PKIX-SuiteB, PKIX-SuiteBTLS CertPathBuilders; LDAP, Collection CertStores)"
"Information","pool-2-thread-1","03/24/19","08:36:32",,"Starting security..."
"Information","pool-2-thread-1","03/24/19","08:36:33",,"Starting scheduler..."
"Information","pool-2-thread-1","03/24/19","08:36:33",,"Starting WatchService..."
"Information","pool-2-thread-1","03/24/19","08:36:33",,"Starting debugging..."
"Information","pool-2-thread-1","03/24/19","08:36:33",,"Starting sql..."
"Information","pool-2-thread-1","03/24/19","08:36:33",,"Pool Manager Started"
"Information","pool-2-thread-1","03/24/19","08:36:34",,"Starting mail..."
"Information","pool-2-thread-1","03/24/19","08:36:34",,"Starting runtime..."
"Information","pool-2-thread-1","03/24/19","08:36:34",,"CORBA Configuration not enabled"
"Information","pool-2-thread-1","03/24/19","08:36:34",,"Starting cron..."
"Information","pool-2-thread-1","03/24/19","08:36:34",,"Starting registry..."
"Information","pool-2-thread-1","03/24/19","08:36:34",,"Starting client..."
"Information","pool-2-thread-1","03/24/19","08:36:34",,"Starting xmlrpc..."
"Information","pool-2-thread-1","03/24/19","08:36:35",,"Starting jaxrs..."
"Information","pool-2-thread-1","03/24/19","08:36:35",,"Starting graphing..."
"Information","pool-2-thread-1","03/24/19","08:36:35",,"Starting solr..."
"Information","pool-2-thread-1","03/24/19","08:36:35",,"Starting archive..."
"Information","pool-2-thread-1","03/24/19","08:36:35",,"Starting document..."
"Information","pool-2-thread-1","03/24/19","08:36:35",,"Starting eventgateway..."
"Information","pool-2-thread-1","03/24/19","08:36:35",,"Starting FlexAssembler..."
"Information","pool-2-thread-1","03/24/19","08:36:35",,"Starting .NET..."
"Information","pool-2-thread-1","03/24/19","08:36:35",,"Starting Monitoring..."
"Information","pool-2-thread-1","03/24/19","08:36:35",,"Starting WebSocket..."
"Information","pool-2-thread-1","03/24/19","08:36:35",,"WebSocket server listens on port: 8575"
"Information","pool-2-thread-1","03/24/19","08:36:35",,"ColdFusion started"
"Information","pool-2-thread-1","03/24/19","08:36:35",,"ColdFusion: application services are now available"
"Error","catalina-exec-6","03/24/19","08:38:47",,"Could not create connection to database server. Attempted reconnect 3 times. Giving up."
"Error","catalina-exec-7","03/24/19","08:41:46",,"Could not create connection to database server. Attempted reconnect 3 times. Giving up."
"Information","pool-2-thread-2","03/24/19","08:49:28",,"ColdFusion stopped"
